phenotypeId,webApiCohortId,cohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID
4137275000,17687,Temporal arteritis referent incident cohort,"Persons with condition occurrence of referent concept (4290976) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4290976001,4290976,referent,
4137275000,17686,Temporal arteritis referent prevalent cohort,"Persons with condition occurrence of referent concept (4290976) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4290976002,4290976,referent,
4137275000,11651,Giant cell arteritis at first diagnosis (no history of giant cell arteritis),Giant cell arteritis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,4290976003,4290976,,
4137275000,18665,Microscopic polyarteritis nodosa referent incident cohort,"Persons with condition occurrence of referent concept (4344489) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4344489001,4344489,referent,
4137275000,18664,Microscopic polyarteritis nodosa referent prevalent cohort,"Persons with condition occurrence of referent concept (4344489) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4344489002,4344489,referent,
4137275000,18138,Antineutrophil cytoplasmic antibody positive vasculitis referent incident cohort,"Persons with condition occurrence of referent concept (42535714) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",42535714001,42535714,referent,
4137275000,18621,Antineutrophil cytoplasmic antibody positive vasculitis referent prevalent cohort,"Persons with condition occurrence of referent concept (42535714) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",42535714002,42535714,referent,
4137275000,11953,Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,Custom cohort of persons with vasculitis associated with ANCA,42535714003,42535714,,
4137275000,20090,FDA AESI Kawasaki disease pediatric events,All events of Kawasaki Disease with no such events in prior clean window period (365 days) and restricted to ages of 1 to 5 years. No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.,42535714004,314381,study;FDA;Covid,
4137275000,20091,FDA AESI Kawasaki disease pediatric event episodes for incidence characterization,All events of Kawasaki Disease and restricted to ages of 1 to 5 years. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days.,42535714005,314381,study;FDA;Covid,
4139034000,18659,Immune reconstitution syndrome referent incident cohort,"Persons with condition occurrence of referent concept (4139034) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4139034001,4139034,referent,
4139034000,18658,Immune reconstitution syndrome referent prevalent cohort,"Persons with condition occurrence of referent concept (4139034) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4139034002,4139034,referent,
4163261000,17571,Malignant tumor of prostate referent incident cohort,"Persons with condition occurrence of referent concept (4163261) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4163261001,4163261,referent,
4163261000,17570,Malignant tumor of prostate referent prevalent cohort,"Persons with condition occurrence of referent concept (4163261) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4163261002,4163261,referent,
4163261000,17876,"Malignant tumor of prostate excluding secondary cancers, in males, excluding prior other cancers and HO prostate cancer","Primary prostate cancer at first diagnosis, males only, excluding prior cancer (except non-melanoma skin cancer) and excluding h/o prostate cancer and secondary malignant neoplasm of trunk. Malignant tumor of prostate incident cohort: First occurrence of referent concept + descendants excluding secondary cancers, in males, excluding prior other cancers and H/O prostate cancer with >=365d prior observation",4163261003,4163261,data diagnostics,
4163261000,18851,Prostate Cancer Parlett 1,Prostate Cancer Parlett (2019) 1+ codes not more than 28 days after a prostate biopsy,4163261004,4163261,literature,
4163261000,18852,Prostate Cancer Parlett 2,Prostate Cancer Parlett (2019) 1+ codes not more than 28 days after a prostate biopsy + Testosterone Non-users,4163261005,4163261,literature,
4163261000,18853,Prostate Cancer Parlett 3,Prostate Cancer Parlett (2019) 1+ codes not more than 28 days after a prostate biopsy + Testosterone Users,4163261006,4163261,literature,
4163261000,18854,Prostate Cancer Parlett 4,Prostate Cancer Parlett (2019) 1+ codes not more than 28 days after a prostate biopsy + PDE5i Users,4163261007,4163261,literature,
4164770000,18649,Fishers syndrome referent incident cohort,"Persons with condition occurrence of referent concept (4070552) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4070552001,4070552,referent,
4164770000,18648,Fishers syndrome referent prevalent cohort,"Persons with condition occurrence of referent concept (4070552) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4070552002,4070552,referent,
4164770000,18653,Guillain-Barré syndrome referent incident cohort,"Persons with condition occurrence of referent concept (4164770) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4164770001,4164770,referent,
4164770000,18652,Guillain-Barré syndrome referent prevalent cohort,"Persons with condition occurrence of referent concept (4164770) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4164770002,4164770,referent,
4164770000,18478,"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",,4164770003,4164770,literature,
4164770000,20054,FDA AESI Guillain Barre syndrome events,All events of GB syndrome (includes Fisher syndrome) with no events in prior clean period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day. Note - Acute infective polyneuritis code was used to capture GB syndrome in ICD9CM.,4164770004,4164770,study;FDA;Covid,
4164770000,20057,FDA AESI Guillain Barre syndrome IP primary events,"All primary diagnosis events of GB syndrome (includes Fisher syndrome) limited to overlapping inpatient visit, with no such events in prior clean period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day. Note - Acute infective polyneuritis code was used to capture GB syndrome in ICD9CM.",4164770005,4164770,study;FDA;Covid,
4164770000,20058,FDA AESI Guillain Barre syndrome IP primary event episodes for incidence characterization,All primary diagnosis events of GB syndrome (includes Fisher syndrome) limited to overlapping inpatient visit. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days. Note - Acute infective polyneuritis code was used to capture GB syndrome in ICD9CM.,4164770006,4164770,study;FDA;Covid,
4164770000,20059,FDA AESI Guillain Barre syndrome event episodes for incidence characterization,All events of GB syndrome (includes Fisher syndrome) with no events in prior clean period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 365 days. Note - Acute infective polyneuritis code was used to capture GB syndrome in ICD9CM.,4164770007,4164770,study;FDA;Covid,
4164770000,20068,FDA AESI Guillain Barre syndrome IP events,"All any diagnosis events of GB syndrome (includes Fisher syndrome) limited to overlapping inpatient visit, with no such events in prior clean period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day. Note - Acute infective polyneuritis code was used to capture GB syndrome in ICD9CM.",4164770008,4164770,study;FDA;Covid,
4164770000,20069,FDA AESI Guillain Barre syndrome IP event episodes for incidence characterization,All any diagnosis events of GB syndrome (includes Fisher syndrome) limited to overlapping inpatient visit. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days. Note - Acute infective polyneuritis code was used to capture GB syndrome in ICD9CM.,4164770009,4164770,study;FDA;Covid,
4175485000,17591,Myelofibrosis referent incident cohort,"Persons with condition occurrence of referent concept (133169) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",133169001,133169,referent,
4175485000,17590,Myelofibrosis referent prevalent cohort,"Persons with condition occurrence of referent concept (133169) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",133169002,133169,referent,
4175485000,17589,Myelodysplastic syndrome referent incident cohort,"Persons with condition occurrence of referent concept (138994) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",138994001,138994,referent,
4175485000,17588,Myelodysplastic syndrome referent prevalent cohort,"Persons with condition occurrence of referent concept (138994) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",138994002,138994,referent,
4175485000,17377,Acute myeloid leukemia referent incident cohort,"Persons with condition occurrence of referent concept (140352) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",140352001,140352,referent,
4175485000,17376,Acute myeloid leukemia referent prevalent cohort,"Persons with condition occurrence of referent concept (140352) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",140352002,140352,referent,
4180790000,17565,Malignant tumor of colon referent incident cohort,"Persons with condition occurrence of referent concept (4180790) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4180790001,4180790,referent,
4180790000,17564,Malignant tumor of colon referent prevalent cohort,"Persons with condition occurrence of referent concept (4180790) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4180790002,4180790,referent,
4181343000,17567,Malignant tumor of esophagus referent incident cohort,"Persons with condition occurrence of referent concept (4181343) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4181343001,4181343,referent,
4181343000,17566,Malignant tumor of esophagus referent prevalent cohort,"Persons with condition occurrence of referent concept (4181343) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4181343002,4181343,referent,
4181351000,17569,Malignant tumor of ovary referent incident cohort,"Persons with condition occurrence of referent concept (4181351) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4181351001,4181351,referent,
4181351000,17568,Malignant tumor of ovary referent prevalent cohort,"Persons with condition occurrence of referent concept (4181351) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4181351002,4181351,referent,
4182210000,17461,Dementia referent incident cohort,"Persons with condition occurrence of referent concept (4182210) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4182210001,4182210,referent,
4182210000,17460,Dementia referent prevalent cohort,"Persons with condition occurrence of referent concept (4182210) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4182210002,4182210,referent,
4185932000,17379,Acute myocardial infarction referent incident cohort,"Persons with condition occurrence of referent concept (312327) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",312327001,312327,referent,
4185932000,17378,Acute myocardial infarction referent prevalent cohort,"Persons with condition occurrence of referent concept (312327) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",312327002,312327,referent,
4185932000,17753,"Acute myocardial infarction events, defined by condition occurrences of Acute myocardial Infarction conceptset occurring between start and end of inpatient or ER visit","Episodes of Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit. Exit criteria 7 days after start of index event.",312327003,312327,,
4185932000,18935,"Acute myocardial infarction events, defined by condition occurrences of Acute myocardial Infarction conceptset","Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset",312327004,312327,,
4185932000,18742,Coronary arteriosclerosis referent incident cohort,"Persons with condition occurrence of referent concept (317576) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",317576001,317576,referent,
4185932000,18741,Coronary arteriosclerosis referent prevalent cohort,"Persons with condition occurrence of referent concept (317576) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",317576002,317576,referent,
4185932000,17401,Angina pectoris referent incident cohort,"Persons with condition occurrence of referent concept (321318) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",321318001,321318,referent,
4185932000,17400,Angina pectoris referent prevalent cohort,"Persons with condition occurrence of referent concept (321318) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",321318002,321318,referent,
4185932000,17744,Chest pain or angina prevalent cohort: First condition occurrence of Chest pain or angina conceptset,The first condition record of chest pain or angina,321318003,321318,,
4185932000,17745,"Angina pectoris during hospitalization, defined by condition occurrences of Angina pectoris conceptset occurring between start and end of inpatient visit","Angina pectoris during hospitalization, defined by condition occurrences of 'Angina pectoris' conceptset occurring between start and end of inpatient visit",321318004,321318,,
4185932000,18661,Ischemic heart disease referent incident cohort,"Persons with condition occurrence of referent concept (4185932) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4185932001,4185932,referent,
4185932000,18660,Ischemic heart disease referent prevalent cohort,"Persons with condition occurrence of referent concept (4185932) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4185932002,4185932,referent,
4185932000,20074,FDA AESI Acute Myocardial Infarction IP events,All events of Acute Myocardial Infarction limited to events with overlapping inpatient stay with no such events in prior clean window period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.,4185932003,312327,study;FDA;Covid,
4185932000,20075,FDA AESI Acute Myocardial Infarction IP event episodes for incidence characterization,All events of Acute Myocardial Infarction limited to events with overlapping inpatient stay. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days.,4185932004,312327,study;FDA;Covid,
4189294000,18675,Myocarditis referent incident cohort,"Persons with condition occurrence of referent concept (314383) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",314383001,314383,referent,
4189294000,18674,Myocarditis referent prevalent cohort,"Persons with condition occurrence of referent concept (314383) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",314383002,314383,referent,
4189294000,18520,"Myocarditis by Sundbøll, First diagnosis of custom codes from Sundbøll, during inpatient or outpatient",,314383003,314383,literature,
4189294000,18579,"Myocarditis by Shah, 2019, hospitalized with primary diagnosis",,314383004,314383,literature,
4189294000,17623,Pericarditis referent incident cohort,"Persons with condition occurrence of referent concept (4138837) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4138837001,4138837,referent,
4189294000,17622,Pericarditis referent prevalent cohort,"Persons with condition occurrence of referent concept (4138837) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4138837002,4138837,referent,
4189294000,18522,Pericarditis by Darmoch,,4138837003,4138837,literature,
4189294000,18557,Pericarditis by Sundbøll,,4138837004,4138837,literature,
4189294000,20076,FDA AESI Myocarditis Pericarditis events,All events of Myocarditis or Pericarditis with no such events in prior clean window period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.,4138837005,4164489,study;FDA;Covid,
4189294000,20077,FDA AESI Myocarditis Pericarditis event episodes for incidence characterization,All events of Myocarditis Pericarditis limited to events with overlapping inpatient stay. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days.,4138837006,4164489,study;FDA;Covid,
4190307000,18618,Acute transverse myelitis referent incident cohort,"Persons with condition occurrence of referent concept (139803) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",139803001,139803,referent,
4190307000,18617,Acute transverse myelitis referent prevalent cohort,"Persons with condition occurrence of referent concept (139803) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",139803002,139803,referent,
4190307000,18536,"Transverse myelitis events, using diagnosis codes from Minegishi MSRD 2019","Transverse myelitis events, using diagnosis codes from Minegishi MSRD 2019",139803003,139803,literature,
4190307000,18537,"Transverse myelitis hospitalization events, using diagnosis codes from Minegishi MSRD 2019","Transverse myelitis hospitalization events, using diagnosis codes from Minegishi MSRD 2019",139803004,139803,literature,
4190307000,18538,"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018","Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",139803005,139803,literature,
4190307000,18539,"Transverse myelitis hospitalization events, using diagnosis codes from Rasmussen BMJ 2012","Transverse myelitis hospitalization events, using diagnosis codes from Rasmussen BMJ 2012",139803006,139803,literature,
4190307000,18540,"Transverse myelitis events, using diagnosis codes used across literature","Transverse myelitis events, using diagnosis codes used across literature",139803007,139803,,
4190307000,18616,Acute disseminated encephalomyelitis referent incident cohort,"Persons with condition occurrence of referent concept (374021) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",374021001,374021,referent,
4190307000,18615,Acute disseminated encephalomyelitis referent prevalent cohort,"Persons with condition occurrence of referent concept (374021) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",374021002,374021,referent,
4190307000,18567,"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",,374021003,374021,literature,
4190307000,18568,"Acute disseminated encephalomyelitis hospitalization events, using specific Acute disseminated encephalomyelitis code by Langer-Gould, 2011",,374021004,374021,literature,
4190307000,18503,"Acute disseminated encephalomyelitis Events by VanLandingham, Custom code and require an inpatient, primary diagnosis",,374021005,374021,,
4190307000,18639,Encephalitis referent incident cohort,"Persons with condition occurrence of referent concept (378143) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",378143001,378143,referent,
4190307000,18638,Encephalitis referent prevalent cohort,"Persons with condition occurrence of referent concept (378143) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",378143002,378143,referent,
4190307000,18623,Aseptic meningitis referent incident cohort,"Persons with condition occurrence of referent concept (4201096) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4201096001,4201096,referent,
4190307000,18622,Aseptic meningitis referent prevalent cohort,"Persons with condition occurrence of referent concept (4201096) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4201096002,4201096,referent,
4190307000,18506,Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),,4201096003,4201096,literature,
4190307000,20062,FDA AESI Encephalomyelitis IP events,"All events of Encephalomyelitis (includes myelitis, encephalitis and inflammatory CNS disorder without descendants) limited to events with overlapping inpatient visit with no such events in prior clean window period (183 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.",4201096004,373189,study;FDA;Covid,
4190307000,20063,FDA AESI Encephalomyelitis IP event episodes for incidence characterization,"All events of Encephalomyelitis (includes myelitis, encephalitis and inflammatory CNS disorder without descendants) limited to events with overlapping inpatient visit. No continuous observation period requirement. Persons exit the cohort on start_date + 183 days.",4201096005,373189,study;FDA;Covid,
4190307000,20087,FDA AESI Transverse myelitis IP events,All events of Transverse Myelitis with overlapping inpatient visit with no such events in prior clean window period (365 days). No continuous observation period requirement. Persons exit the cohort on start_date + 1 day.,4201096006,443904,study;FDA;Covid,
4190307000,20088,FDA AESI Transverse myelitis IP event episodes for incidence characterization,All events of Transverse Myelitis with overlapping inpatient visit. No continuous observation period requirement. Persons exit the cohort on start_date + 365 days.,4201096007,443904,study;FDA;Covid,
4212540000,17709,Viral hepatitis C referent incident cohort,"Persons with condition occurrence of referent concept (197494) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",197494001,197494,referent,
4212540000,17708,Viral hepatitis C referent prevalent cohort,"Persons with condition occurrence of referent concept (197494) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",197494002,197494,referent,
4212540000,17757,Hepatitis C prevalent cohort: First condition occurrence of Hepatitis C conceptset,,197494003,197494,,
4212540000,17829,"Hepatitis C prevalent cohort: First condition occurrence of Hepatitis C conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",,197494004,197494,,
4212540000,16848,Cirrhosis with Prior Hepatitis C (1 IP or 2 OP) Replicating Niu using Hepatitis C conceptset (with Viral Hepatitis Carrier),,197494005,197494,,
4212540000,17836,Viral hepatitis C (including non-specific parent concepts) design diagnostics 1 cohort,Viral hepatitis C (including non-specific concepts for viral hepatitis),197494006,197494,design diagnostics,
4212540000,17881,Cirrhosis with Prior Hepatitis C (1 IP and 2 OP) Replicating Niu using Hepatitis C conceptset (with Viral Hepatitis Carrier),,197494007,197494,,
4212540000,18817,Hepatitis C Niu 2,"Viral Hepatitis C Niu (2016) 2+ codes In-patient or 2+ codes out-patient within 365 D of cirrhosis (1+ codes inpatient or 2+ codes outpatient ICD-9-CM codes for cirrhosis: ICD-9-CM-571.2, 571.5)",197494008,197494,literature,25335773
4212540000,18818,Hepatitis C Niu 3,"Viral Hepatitis C Niu (2016) 1+ codes In-patient AND 2+ codes out-patient within 365 D of cirrhosis (1+ codes inpatient or 2+ codes outpatient ICD-9-CM codes for cirrhosis: ICD-9-CM-571.2, 571.5)",197494009,197494,literature,25335773
4212540000,18819,Hepatitis C Re 1,Viral Hepatitis C Re (2009) 1+ codes,197494010,197494,literature,19551699
4212540000,18816,Hepatitis C Niu 1,"Viral Hepatitis C Niu (2016) 1+ codes In-patient or 2+ codes out-patient within 365 D of cirrhosis (1+ codes inpatient or 2+ codes outpatient ICD-9-CM codes for cirrhosis: ICD-9-CM-571.2, 571.5)",197494011,197494,literature,25335773
4212540000,17421,Autoimmune hepatitis referent incident cohort,"Persons with condition occurrence of referent concept (200762) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",200762001,200762,referent,
4212540000,17420,Autoimmune hepatitis referent prevalent cohort,"Persons with condition occurrence of referent concept (200762) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",200762002,200762,referent,
4212540000,17059,Autoimmune Hepatitis incidence cohort including non standard code of autoimmune chronic active hepatitis,Autoimmune Hepatitis (or non standard codes) at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,200762003,200762,,
4212540000,16903,Autoimmune Hepatitis incident cohort with a second diagnosis within 12 month after index date,Autoimmune Hepatitis incident disease with a second diagnosis within 12 month after index date,200762004,200762,,
4212540000,16904,Autoimmune Hepatitis incident cohort with a second diagnosis within 24 month after index date,Autoimmune Hepatitis incident disease with a second diagnosis within 24 month after index date,200762005,200762,,
4212540000,18339,Primary sclerosing cholangitis referent incident cohort,"Persons with condition occurrence of referent concept (4058821) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4058821001,4058821,referent,
4212540000,18340,Primary sclerosing cholangitis referent prevalent cohort,"Persons with condition occurrence of referent concept (4058821) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4058821002,4058821,referent,
4212540000,16905,Primary sclerosing cholangitis incidence cohort with atleast one more diagnosis in the 12 months after initial diagnosis,Primary sclerosing cholangitis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,4058821003,4058821,,
4212540000,16906,Primary sclerosing cholangitis incidence cohort with atleast one more diagnosis in the 24 months after initial diagnosis,Primary sclerosing cholangitis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,4058821004,4058821,,
4212540000,17092,Primary sclerosing cholangitis excluding sclerosing cholangitis and secondary cholangitis,Primary sclerosing cholangitis excluding sclerosing cholangitis and secondary cholangitis,4058821005,4058821,,
4212540000,17449,Cirrhosis of liver referent incident cohort,"Persons with condition occurrence of referent concept (4064161) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4064161001,4064161,referent,
4212540000,17448,Cirrhosis of liver referent prevalent cohort,"Persons with condition occurrence of referent concept (4064161) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4064161002,4064161,referent,
4212540000,17697,Type B viral hepatitis referent incident cohort,"Persons with condition occurrence of referent concept (4281232) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4281232001,4281232,referent,
4212540000,17696,Type B viral hepatitis referent prevalent cohort,"Persons with condition occurrence of referent concept (4281232) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4281232002,4281232,referent,
4212540000,18855,Hepatitis B Niu 1,"Viral Hepatitis B Niu (2016) 1+ codes In-patient or 2+ codes out-patient within 365 D of cirrhosis (1+ codes inpatient or 2+ codes outpatient ICD-9-CM codes for cirrhosis: ICD-9-CM-571.2, 571.5)",4281232003,4281232,literature,25335773
4212540000,18856,Hepatitis B Niu 2,"Viral Hepatitis B Niu (2016) 2+ codes In-patient or 2+ codes out-patient within 365 D of cirrhosis (1+ codes inpatient or 2+ codes outpatient ICD-9-CM codes for cirrhosis: ICD-9-CM-571.2, 571.5)",4281232004,4281232,literature,25335773
4212540000,18857,Hepatitis B Niu 3,"Viral Hepatitis B Niu (2016) 1+ codes In-patient AND 2+ codes out-patient within 365 D of cirrhosis (1+ codes inpatient or 2+ codes outpatient ICD-9-CM codes for cirrhosis: ICD-9-CM-571.2, 571.5)",4281232005,4281232,literature,25335773
4236484000,18689,Paresthesia referent incident cohort,"Persons with condition occurrence of referent concept (4236484) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4236484001,4236484,referent,
4236484000,18688,Paresthesia referent prevalent cohort,"Persons with condition occurrence of referent concept (4236484) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4236484002,4236484,referent,
4245975000,17507,Hepatic failure referent incident cohort,"Persons with condition occurrence of referent concept (4245975) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4245975001,4245975,referent,
4245975000,17506,Hepatic failure referent prevalent cohort,"Persons with condition occurrence of referent concept (4245975) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4245975002,4245975,referent,
4245975000,14858,"Hepatic failure prevalent cohort: First condition occurrence of hepatic failure, necrosis or coma conceptset","The first condition record of hepatic failure, necrosis, or coma",4245975003,4245975,,
4246127000,17559,Malignant neoplasm of liver referent incident cohort,"Persons with condition occurrence of referent concept (4246127) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4246127001,4246127,referent,
4246127000,17558,Malignant neoplasm of liver referent prevalent cohort,"Persons with condition occurrence of referent concept (4246127) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4246127002,4246127,referent,
4256228000,17385,Acute respiratory failure referent incident cohort,"Persons with condition occurrence of referent concept (319049) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",319049001,319049,referent,
4256228000,17384,Acute respiratory failure referent prevalent cohort,"Persons with condition occurrence of referent concept (319049) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",319049002,319049,referent,
4256228000,18940,Acute respiratory failure design diagnostics 1 cohort,"Respiratory failure, arrest, hypoxemic respiratory failure, hypercapnic respiratory failure (with no descendants) added to acute respiratory failure with descendants",319049003,319049,design diagnostics,
4256228000,17655,Respiratory failure referent incident cohort,"Persons with condition occurrence of referent concept (4256228) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4256228001,4256228,referent,
4256228000,17654,Respiratory failure referent prevalent cohort,"Persons with condition occurrence of referent concept (4256228) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4256228002,4256228,referent,
4266367000,17531,Influenza referent incident cohort,"Persons with condition occurrence of referent concept (4266367) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4266367001,4266367,referent,
4266367000,17530,Influenza referent prevalent cohort,"Persons with condition occurrence of referent concept (4266367) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4266367002,4266367,referent,
4266367000,18765,Influenza custom cohort: Flu-like symptom episodes,,4266367003,4266367,,
4266367000,18766,Influenza: Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018,,4266367004,4266367,,
4266367000,18767,Influenza: Persons hospitalized with influenza diagnosis or positive test 2017-2018,,4266367005,4266367,,
4266367000,18768,Influenza: Persons with Influenza diagnosis or positive test 2017-2018,,4266367006,4266367,,
4273391000,17814,Suicidal thoughts referent incident cohort,"Persons with condition occurrence of referent concept (4273391) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4273391001,4273391,referent,
4273391000,17813,Suicidal thoughts referent prevalent cohort,"Persons with condition occurrence of referent concept (4273391) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4273391002,4273391,referent,
