phenotypeId,phenotypeName,clinicalDescription
4092289000,Livebirth,"Overview: A birth at which a child is born alive. Refers to the complete expulsion or extraction from its mother of a product of conception, irrespective of the duration of the pregnancy, which, after such separation, breathes or shows any other evidence of life. Presentation: Vaginal birth or by Caesarean section with a fetus showing signs of life -voluntary movement, heartbeatAssessment: physical exam of signs of life Plan: Airway, breathing, circulation Prognosis: Not all pregnancies result in live births."
4094294000,Clinical Signs and Symptoms,Overview: Presentation: Assessment: Plan: Prognosis:
4098292000,Antiphospholipid syndrome,"Overview: (APS) Autoimmune disorder that makes antibodies attacking phospholipids. The immune system mistakenly produces antibodies that makes blood much more likely to clot. Causes dangerous blood clots in the legs, kidneys, lungs and brain. In pregnant women, can result in miscarriage and stillbirthPresentation: Blood clots in your legs (DVT). Repeated miscarriages or stillbirths. Stroke. Transient ischemic attack (TIA).Rash - red rash with a lacy, net-like patternAssessment:To confirm a diagnosis, the presence of anti-phospholipid autoantibodies (aPL).(aPL) must appear at least twice, in tests conducted 12 or more weeks apart. Plan: Blood-thinning medications Prognosis: No cure for antiphospholipid syndrome, but medications can reduce risk of blood clots. Can lead to permanent organ damage or death if continue to have thrombotic events. APS has a genetic component, although there is not a direct transmission from parent to offspring."
4112853000,Breast cancer,"Overview: Cancer that forms in the cells of the breasts, can be ductal or lobular. HER2-positive breast cancer, Hormone receptor-positive/ER-positive breast cancer, Triple-negative breat cancer (there are also other types)Presentation: Lump in the breast or armpit, bloody discharge from the nipple, and changes in the shape or texture of the nipple or breast (can have no symptoms)Assessment: family history, breast exam, mammogram or ultrasound, if needed MRI, needle biopsy, Plan: Staging of the cancer and general health - chemo, radiation and/or surgery; proton therapy Prognosis: Multiple factors to determine Prognosis: including breast cancer stage"
4131909000,Thyroid cancer,"Overview: Cancer of the thyroid. Thyroid produces hormones that regulate your heart rate, blood pressure, body temperature and weight. Papillary thyroid cancer (TC), Follicular TC, Anaplastic TC, Medullary TC. Presentation: Might not cause any symptoms at first. But as it grows, causes pain and swelling in the neck. Lump can be felt on the neck. horseness (changes to voice), difficulty swallowing, swollen lymph nodes in neck Assessment: physical exam (thyroid nodules), thyroid blood tests (TSH), ultrasounds (thyroid), needle aspiration biopsyPlan: Active surveillance if very small and low risk; most undergo surgery to remove thyroid (thyroidectomy) and lymph node dissection - after surgery thyroid hormone therapy, radioactive iodine. May need chemo, or external radiation therapy. Prognosis: Cured with treatment."
4133004000,Deep vein thrombosis,"Overview: In general, DVT would imply lower extremity DVT (calf or leg), but occassionally may happen in other areas like upper extremity DVT. Presentation: of lower extremity DVT maybe nonspecific and many patients are asymptomatic. Leg pain or swelling may occur in the affected leg, throbbing or cramping pain in calf or thigh, swelling, red, warm skin around the painful area, swollen veins that are hard or sore to touch, ultrasound (where there is a clot), D-dimer (elevated), venography, CT or MRI Plan: anti-coagulants, Xa inhibitors, catheter-directed thrombolysis; filters, compression stockings. Prognosis: Serious, as can loosen and lodge in the lungs (pulmonary embolism) can be life-threatening. May lead to longterm treatment with anticoagulant with inherent bleeding risks."
4137275000,Vasculitis,"Overview: (plural: vasculitides) are serious and sometimes fatal diseases that require prompt recognition and therapy. They are defined by the presence of inflammatory leukocytes in vessel walls (sign of inflammation) with reactive damage to mural structures that may lead to compromised lumen with restriction of blood flow to tissues and associated acute or chronic organ/tissue damage. Also known as angiitis and arteritis - the naming conventions are changing with eponyms being replaced. Most important recent name changes include 'eosinophilic granulomatosis with polyangiitis EGPA' for Churg-Strauss syndrome; 'granulomatosis with polyangiitis GPA' for Wegener's granulomatosis; 'immunoglobulin A (IgA) vasculitis IgAV' for Henoch-Schönlein purpura (HSP); 'anti-C1q vasculitis' for 'hypocomplementemic urticarial vasculitis'; 'cryoglobulinemic vasculitis' for essential cryoglobulinemic vasculitis. Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis (AAV) includes three disorders - microscopic polyangiitis (MPA), GPA, and EGPA. Non-infectious vasculitides are classified primarily by the predominant vessel involved - although some forms of vasculitis may not show predilection to one vessel type. Large Vessel Vasculitis (Takayasu’s arteritis, Giant cell arteritis); Medium vessel arteritis (polyarteritis nodosa, Kawasaki disease - mucocutaneous lymph node syndrome); Small vessel vasculitis (ANCA associated vasculitis, MPA (GPA, EGPA), Immune complex small vessel vasculitis (anti glomerular basement membrane disease - GBM, Cryoglobulinemic, IgA, anti-C1a; variable vessel (Behçet , Cogan). Single organ cutaneous vasculitis (Cutaneous small vessel vasculitis) is a syndrome defined as a single-organ, skin-isolated small vessel vasculitis or angiitis, without systemic vasculitis or glomerulonephritis i.e. without the involvement of other organ systems such as the heart, lungs, GI system, kidney or arthritis - and may be due to medication exposure (common etiology) such as penicillins, cephalosporins, sulfonamides (including most loop and thiazide-type diuretics), phenytoin, and allopurinol, or infections such as Hepatitis B/C, HIV, chronic bacteremias like endocarditis, shunts. Kawasaki's, aka mucocutaneous lymph node syndrome is a vasculitides of childhood (rare in adults), typically self-limited with fever and inflammation lasting about 2 weeks without therapy, but may lead to complications such as coronary artery aneurysms, heart failure, myocardial infarction, arrythmia, peripheral arterial occlusion. Henoch-Schönlein purpura is the most common form of systemic vasculitis in children, a primarily pediatric condition that is an IgA mediated vasculitis most commonly seen in ages 3-15 years, with predominant occurrence in winter often one to two weeks after a viral upper respiratory tract infection. Presentation: Vasculitis is rare but should be considered in patients who present with systemic or constitutional symptoms in combination with evidence of single and/or multiorgan dysfunction. Include, fever, headache, fatigue, wt loss, general aches and pains, night sweats, rash, numbness or weakness. Behçet is associated with painful, recurrent oral ulcers M > F. Kawasaki has fever (> 5 days) with signs of mucocutaneous inflammation (fissured lips, injected pharynx, strawberry tongue, mucositis), bilateral bulbar conjunctival injection, erythema of palms or soles, edema, desquamation of periungual areas, polymorphous rash, cervical lymphadenopathy, arthritis. Henoch-Schönlein purpura is characterized by tetrad of manifestations of palpable purpura (raised purple lesions, symmetrically distributed over legs and buttocks, trunk usually spared) in patients with neither thrombocytopenia nor coagulopathy, arthritis/arthralgia, abdominal pain and renal disease. Assessment: C-reactive protein, CBC, anti-neutrophil cytoplasmic antibodies test, urinalysis, x-rays, ultrasound, CT, MRI, PET, angiography, biopsy (affected area). Plan: Control the inflammation and resolve underlying disease triggering the vasculitis. If due to external exposure, identify and discontinue. Remission induction and remission maintenance using corticosteroids, steroid-sparing meds. Disease specific treatments are possible for some sub-types. Maintenance may include surgery if vasculitis caused an aneurysm or blocked arteries. Prognosis: Limited data. Depends on type of vasculitis and organs involved and how serious. Some initial success with treatment, some have flare-ups, and some vasculitis does not go away and requires ongoing treatment. IVIG for Kawasaki’s may reduce complications such as coronary artery aneurysm. Henoch-Schönlein purpura is typically self limited."
4139034000,Immune reconstitution syndrome,"Overview: abbreviated IRIS. a collection of inflammatory disorders associated with paradoxical worsening of preexisting infectious processes following the initiation of antiretroviral therapy (ART) in HIV-infected individuals. Synonyms - Immune recovery disease, Immune reconstitution disease, Immune reconstitution syndrome, Immune restoration disease, Immune rebound illness, Steroid-withdrawal disease, Immunorestitution disease, Immune response reactions. There is no universally agreed-upon definition for the immune reconstitution inflammatory syndrome (IRIS). However, it is generally accepted that the diagnosis of IRIS requires the worsening of a recognized (""paradoxical"" IRIS) or unrecognized preexisting infection (""unmasking"" IRIS) in the setting of improving immunologic function. Presentation: Symptoms associated with prior infections at the site of pre-existing infection (for example, people with HIV on ART who were previously treated for pulmonary tuberculosis may have new fevers, malaise, weight loss and worsening respiratory symptoms). Multiple infections previously cleared by the patient can be the culprit: cryptococcus, CMV, JC virus, pneumocystis, Hepatitis B and C, for example. Assessment: Distinguish from active infection with history and physical examination, including opportunistic infections. Plan: Supportive care and glucocorticoids may be needed for severe symptoms. Treat for opportunistic infections if indicated. Continue ART. Prognosis: Usually self-limited with good prognosis."
4163261000,Prostate cancer,"Overview: A cancer in a man's prostate, a small walnut-sized gland that produces seminal fluid. Prostate cancer begins when cells in the prostate gland start to grow out of control. Presentation: Difficulty with urination, trouble urinating, decreased force in the stream of urine, blood in semen, discomfort in the pelvic area, bone pain, and erectile dysfunction. Sometimes there are no symptoms at all. Assessment: The prostate specific antigen (PSA) blood test and digital rectal examination (DRE) are two tests that are used to screen for prostate cancer. Only a biopsy can confirm the presence and type of cancer. Plan: In some of these cases, monitoring is recommended. Other types are aggressive and require radiation, surgery, hormone therapy, chemotherapy, or other treatments. Prognosis: Males with early stage prostate cancer have a good chance of effective treatment and survival. The 5-year survival rate for most men with local or regional prostate cancer is nearly 100%. For men diagnosed with prostate cancer that has spread to other parts of the body, the 5-year survival rate is 31%. The 10-year survival rate for local, regional, and distant prostate cancer combined is 98%."
4164770000,Guillain-Barré syndrome,"Overview: is a group of heterogenous acute immune-mediated polyneuropathic conditions that most commonly presents as acute, monophasic paralyzing illness provoked by previous infection (molecular mimicry hypothesis). Campylobacter (most common), CMV, EBV, HIV and Zika known to precede GBS. Rarely, immunization, surgery, trauma and bone marrow transplantation can cause. Presentation: Cardinal presentation is progressive, systemic muscle weakness with absent or depressed deep tendon reflexes, but may be highly variable severity and involvement. It typically progresses over 2 weeks. The clinical variant Miller Fisher syndrome (MFS), characterized by ophthalmoplegia, ataxia, and areflexia. Required features - progressive weakness of legs and arms, trunk, bulbar and facial muscles, and external ophthalmoplegia; areflexia or decreased reflexes in weak limbs. Supportive features - progressive symptoms over time, symmetry, autonomic dysfunction, elevated CSF protein with cell count less than 50/mm^3. Many variants of GBS - AIPD, Miller Fisher Syndrome, Acute Motor Axonal Neuropathy. 1-2 cases per 100,000 people/year. Incidence increased with age, male sex. Assessment: History of physical, CSF analysis, electrodiagnostic studies, MRI spine MRI brain. Nerve conduction studies abnormal (normal in Miller Fisher syndrome). Plan: If severe respiratory muscle weakness present, ventilatory support needed (10-30% of patients), supportive care including monitoring of cardiac and respiratory function; plasma exchange or IVIG; rehabilitation. Prognosis: Poor for older age, rapid onset, severe muscle weakness on admisison, need for ventilatory support, severely abnormal EMG, preceding diarrheal illness. Prognostic scoring tool at https://gbstools.erasmusmc.nl/prognosis-tool"
4175485000,Myeloproliferative disorder,Overview: Presentation: Assessment: Plan: Prognosis:
4180790000,Colon cancer,"Overview: Tumorous growths develop in the large intestine. Colorectal cancer, which describes co-occurring colon cancer and rectal cancer, is also common. Stages 0 to 4. Presentation: No symptoms, but progresses. change in stools, abdominal pain, cramping, bloating or gas, weak/fatigue, weight loss, iron deficiency (if cancer spreads - can cause additional symptoms in the new area)Assessment: Colonoscopy (and biopsy), barium enema, sigmoidoscopy; other tests if biopsy is positive - CXR, ultrasound, CT lungs, liver, and abdomen - looking for spread of cancerPlan: Regular screenings from the age of 50 yrs. Surgery, chemo and radiation. Prognosis: Depends on the type and stage of the colon cancer. No spread high survival beyond diagnosis, need early detection and treatment."
4181343000,Esophageal cancer,"Overview: Esophageal cancer is most commonly of adenocarcinoma, but in the past it used to be squamous cell carcinoma. Presentation: progressive dysphagia and weight lossAssessment: endoscopy, radiology, histopathologyPlan: depends on the stage, especially if local, locally advanced, unresectable, inoperable etcPrognosis: depends on the stage"
4181351000,Ovarian cancer,"Overview: Abnormal cells in the ovary begin to multiply out of control and form a tumor. If left untreated, the tumor can spread to other parts of the body (metastatic ovarian cancer). Epithelial ovarian cancer is the most common type of ovarian cancer. Presentation: No symptoms in the early stages. Abdominal bloating, pressure and pain; increase in urination, fatigue, back pain, menstrual irregularities, painful intercourse. Later - weight loss, loss of appetite Assessment: Family history, no routine diagnostic screening, self-report of unusual or persistent symptoms; imaging tests (transvaginal ultrasound); abdominal and pelvic CT scans, cancer antigen 125 (CA-125 levels, biomarker), biopsy Plan: Surgery (hysterectomy) and chemotherapy, radiation. Hormone therapy. Prognosis: Ovarian cancer often goes undetected until it has spread within the pelvis and belly. At this late stage, ovarian cancer is more difficult to treat and can be fatal."
4182210000,Dementia,"Overview: Not a specific disease, it is a group of conditions characterized by impairment of at least two brain functions, such as memory loss and judgment. Alzheimer's is the most common cause of dementia, but several types Presentation: forgetfulness, limited social skills, and thinking abilities so impaired that it interferes with daily functioningAssessment: No one test to determine dementia. History and physical, laboratory tests, cognitive dementia tests, General Practitioner Assessment: of Cognition (GPCOG) Plan: Symptom management, cholinesterase inhibitors, NMDA receptor antagonistPrognosis: No cure or treatment that slows or stops its progression, brain cell death cannot be reversed"
4185932000,Ischemic heart disease,"Overview: Ischemic heart disease includes acute (unstable), chronic (stable) and acute on chronic (unstable) ischemic heart disease. Chronic coronary syndrome, stable ischemic heart disease, coronary heart disease, coronary artery disease, are terms used to describe a syndrome due to inadequate supply of blood to the myocardium due to obstruction of the epicardial coronary arteries, usually from atherosclerosis (arteriosclerosis is vessel narrowing, hardening. atherosclerosis is a subtype of arteriosclerosis due to cholestrol plaque). This is distinct from Acute Coronary syndrome (acute myocardial infarction and unstable angina). Although a few people in this category may have acute (unstable) disease, the vast majority have a chronic (stable) disease - stable ischemic heart disease. Unless otherwise specified, this phenotype describes individuals with such chronic stable disease. While some may have history of prior myocardial infaction, others may have had silent infarction of heart that was incidentally found. An important subtype is left main coronary artery disease (LMCAD) and is a diagnosis made via coronary arteriography, and maybe suggested based on ECG pattern on stress testing. Left main equivalent disease, defined as severe (≥70 percent) proximal left anterior descending coronary artery and proximal left circumflex disease. Presentation: People with this disease may have Angina pectoris, chest discomfort that occurs predictably and reproducibly at a certain level of exertion and is relieved with rest or nitroglycerin. Many maybe asymptomatic with symptoms only detected in stress testing. Hypertension and hyperlipidemia frequently present. Assessment: extent and severity of coronary disease can be assessed by stress testing, cardiac imaging, and angiography. history or pathologic Q waves on an electrocardiogram, or wall motion abnormalities on echocardiogram may help identify old myocardial infarction. Plan: secure the diagnosis, assess the extent of disease, relieve symptoms, and prevent future cardiac events such as acute coronary syndromes. Risk reduction (control of hypertension, lipids, weight loss, control of diabetes, exercise, antiplatelet therapy), antianginal therapy use of nitrites. Decrease cardiac demands with calcium channel blockers, beta blockers, supportive care. If LMCAD is detected, strong consider revascularization including coronary artery bypass graft. Prognosis: Coronary artery disease can lead to fatal myocardial infarction without adequate management. Most patients with significant LMCAD are symptomatic and are at higher risk of cardiovascular events, without revascularization, three-year survival is as low as 30% - CABG is recommended over PCI (controversial)."
4189294000,Inflammatory of disorder of mediastinum,
4190307000,Inflammation of Central Nervous System,Overview: Presentation: Assessment: Plan: Prognosis:
4195694000,Acute respiratory distress syndrome,"Overview: Acute respiratory distress syndrome (ARDS) is an acute, diffuse, inflammatory form of lung injury. Presentation: progressive symptoms of dyspnea, increasing oxygen requirement, alveolar infiltrates on chest imaging within 72 hours of symptoms. In addition to respiratory symptoms, symptoms of inciting agent such as sepsis, trauma, smoke inhalation, pneumonia, inflammatory or autoimmune conditions, vasculitis etc. The presence of cardiac failure or fluid overload should not fully explain the symptoms. Assessment: physical exam, chest imaging, rule out cardiac causes (cardio pulmonary edema) with EKG +/- echo, BNP. Look for etiology/inciting agent. Bronchoscopy. Plan: Supportive care with management of hypoxemia with supplemental oxygenation including mechanical ventillation if needed. Sedation and analgesia if needed for ventillation. Hemodynamic monitoring and support. Glucose control. DVT prophylaxis. Infection control and prevention. Identify and remove inciting agent. Prognosis: in short term may be progressive with complications if inciting agent is not removed. Complications may arise from mechanical ventillation. Delirium of critically ill may occur. In past had high mortality rate of about 50%, but has now declined. In long term, patients may have experience sequela from such complications or tissue injury."
4212540000,Chronic liver disease,"Overview: Chronic Liver Disease (CLD) is a hetergenous group of long standing liver diseases with similar presentation, all characterized by progressive destruction of liver function (clotting factors, albumin, metabolism and excretion of bile) over many months (?6 months) - common to all CLD is continuous process of inflammation, destruction and regeneration of liver parenchyma leading to fibrosis and cirrhosis. The etiology for CLD is broad to include alcoholic liver disease (including alcoholic fatty liver, alcohol hepatitis), non alcoholic fatty liver disease (NAFLD NASH), Chronic Viral Hepatitis (B, C, D), genetic (alpha-1 antitrypsin deficiency esp children, hereditary hemochromatosis - excessive iron abosrption, wilsons disease - copper accumulation), automimmune causes (primary biliar cirrhosis PBC, primary sclerosing cholangitis PSC, autoimmune hepatitis AIH), long term drug exposure (amiodarone, isoniazid, methotrexate, phenytoin, nitrofurantoin), Vascular (Budd chiari syndrome). It may also be due to idiopathic or cryptogenic reasons. Presentation: highly variable and depends on the degree of destruction of liver function - but most commonly asymptomatic and detected incidentally or during screening (e.g. hepatitis). Hepatitis may occassionally be associated non specific right upper quadrant pain or discomfort. Most commonly patients are found to have mild elevated liver enzymes on screening test, that when further evaluated leads to etiologic diagnosis. Decompesation (e.g. chronic liver failure) is associated with portal hypertension (variceal bleeding, hematemesis, melena), thrombocytopenia, hypoalbuminemia, jaundice - ascities with spontaneous bacterial peritonitis, hepatitic encephalopathy (lactulose/rifampin). Primary sclerosing cholangitis has cholestatic pattern (elevated serum alkaline phosphatase, abrnomal bile ducts thickening, dilataion, strictures). Assessment: livery biopsy is considered gold standard to measure fibrosis and cirrhosis, but is now increasingly being replaced by non invasive methods (elastrography). Screen for viral hepatitis. Liver ultrasound. Plan: find the etiology and treat the cause where possible. e.g. antiviral, hep C - 3 months negative = cure. Cirrhosis - prevent decompensation. Autoimmune - induce remission (steroids, azathioprine). Decompensated cirrhosis - liver transplantation."
4236484000,Paraesthesia,"Overview: A symptom of a burning or prickling sensation usually in the arms, hands, legs or feet. Presentation: variable according to underlying disease process. Assessment: Evaluate for metaboic causes (blood sugar, B12 levels, anemia), underlying medical conditions Plan: Treat underlying cause Prognosis: paresthesia is not in of itself dangerous but can be very distracting. The underlying causes of paresthia determine prognosis."
4245975000,Hepatic failure,"Overview: Liver failure almost always refers to acute liver failure, and excludes decompated chronic liver disease - which is sometimes called chronic liver failure. aka fulminant hepatic failure, acute hepatic necrosis, fulminant hepatic necrosis, and fulminant hepatitis is a medical emergency, refers to the development of severe acute liver injury with encephalopathy and impaired synthetic function (international normalized ratio [INR] of ≥1.5) in a patient without cirrhosis. Whenever possible, such patients are managed in the ICU with access to centers with active liver transplanation program. Presentation: Nausea, vomiting, loss of appetite, fatigue, diarrhea; yellowed skin and eyes (jaundice) along with belly pain and swelling; mental confusion (hepatic encephalopathy), easy bruising or bleeding. Assessment: serial laboratory tests are essential to monitor disease courese - monitor serum aminotransferases, bilirubin, hypoglycemia, electrolyte (hypokalemia, hypomagnesemia and hypophosphatemia), ammonia. Find the cause of liver injury . Plan: if acetaminophen poisoning, N-acetylcysteine. Bleeding prevention because of coagulopaty from failure of liver to synthesize clotting factors. Infection surveillance and prevention. Nutrition support in ICU. Mushroom amanita phalloides ingestion position treatment activated charcoal. Budd-chiari syndrome - transjugular intrahepatic portosystemic shunt placement. Prognosis: medical emergency, and poor prognosis especially in the care at specialized centers - only minority will resolve spontaneously. Survial also depends on ensuing complications and its prevention/management."
4246127000,Liver cancer,"Overview: Hepatic cancer. Most common type of liver cancer is hepatocellular carcinoma, which begins in the main type of liver cell (hepatocyte). Other types of liver cancer, such as intrahepatic cholangiocarcinoma and hepatoblastoma, are much less common. Most liver cancers have links to cirrhosis. Presentation: Early stages of primary liver cancer (no symptoms). Can include, losing weight, loss of appetite, upper abdominal pain, N/V, wekness and fatigue, abdominal swelling, jaundice and white, chalky stools. Assessment: Liver function tests, elevated alpha fetoprotein (AFP), imaging tests, liver biopsy. Plan: Immunotherapy, chemotherapy, localized treatments - Radiofrequency ablation, cryoablation, Chemoembolization, radiation - stereotactic body radiotherapy. Surgery (remove the tumor), liver transplant Prognosis: he outlook for liver cancer is poor. People often identify liver cancer at a late stage. Depends on staging, size and location of cancer and whether it has spread."
4256228000,Respiratory failure,"Overview: Respiratory failure is one of the most common reasons for ICU admission and is classified mechanistically into Type 1-4 respiratory failure. Type 1 (alveloar flooding e.g. pulmonary edema - occurring in sepsis, pneumonitis due to aspiration/chemical, pneumonia, near drowning, etc - hypoxemic Pao2 < 60), Type 2 (due to alveolar hypoventillation and CO2 retention - CNS depression, respiratory muscle weakness. Muscle failure may occur due to bronchoconstriction, atelectasis or pneumothorax type of insults - hypercapnic, Paco2 > 45, often with hypoxemia), Type 3 (atelectasis including perioperative atelectasis), Type 4 (hypoperfusion of respiratory muscles). Presentation: Maybe acute, chronic or acute on chronic. S/S of ARDS. Assessment: Physical exam, pulse oximetry, arterial blood gas (ABG), and chest xray, bronchoscopy. Plan: Supprotive therapy O2 including breathing treatment, NIV or IV intuabation/tracheostomy + treat the inciting cause + monitor. Prognosis: long-term, ischemic injury related sequela. Mechanical ventillation may cause barotrauma."
4266367000,Influenza,"Overview: Flu, a viral infection that attacks the respiratory system, contagiousPresentation: mild to severe, comes on suddenly (versus a common cold), fever (over 100.4), muscles ache, chills and sweats, headache, fatigue/weakness, nasal congestion, sore throat, dry/persistent cough Assessment: history, physical exam, nasopharyngeal swab sample for influenza A or B viral infection. PCR testingPlan: Rest, fluids, pain relievers, Antiviral drugs, annual flu vaccinePrognosis: Most people, influenza resolves on its own, somtimes can be deadly (older folks develop complications, pneumonia)"
4273391000,Suicidality,"Overview: Covers suicidal ideation (serious thoughts about taking one's own life), suicide plans and suicide attemptsPresentation: Wish to be dead, unbearable pain termed ""psychache."" Suicidal statements or other communications, feeling of no purpose in life, no sense of hope, withdrawl from family and friends, mood changes, have a suicide Plan: Assessment: Risk factors (previous attempts, unemploymnet, health problems, access to lethal methods, depressive and other psychiatric symptoms), mental health assessment, suicide Assessment: instruments Plan: Risk and protective factors. Counselling. Can include, antidepressants, mood stablising treatments Prognosis: Can result in death."
4285717000,Lupus nephritis,"Overview: Renal involvement in systemic lupus erythematous is common and is present as abnormal urinalysis with or without elevated serum creatinine. Degree of disease depends on site of immune complex mediate damage. Presentation: Commonly detected by screening for kidney disease among patients with SLE. Plan: Kidney biopsy should be performed in most patients, as it guide treatment choices - with six subclassed defined. Management includes combination of non immunological and immunological treatments. Prognosis: is tied to severity of SLE and rate of progression of kidney dysfunction"
4286201000,Schizoaffective disorder,"Overview: A mental health disorder that is marked by a combination of schizophrenia symptoms, such as hallucinations or delusions, and mood disorder symptoms, such as depression or mania. Two types: 1) bipolar (mania and major depression) and 2) depressive (only major dperessive episodes). Presentation: Symptoms vary from person to person. Major mood episodes and at least a 2-week period of psychotic symptoms (when a major mood episode is not present). Delusions, hallucinations, bizarre or unusual behaviors, impaired occupational, academic, and social functioningAssessment: Ruling out other mental health disorders and concluding that symptoms are not due to substance use, medication or a medical condition. Psychiatric evaluation, Diagnostic criteria for schizoaffective disorder (Diagnostic and Statistical Manual of Mental Disorders DSM-5)Plan: Medications, psychotherapy and life skills training. Antipsychotic (Invega) and other antipsychotics. Mood-stabilizing meds and antidepressants. Prognosis: People with schizoaffective disorder may need assistance and support with daily functioning. Treatment can help manage symptoms and improve quality of life."
4299535000,Pregnant,"Overview: Women of child bearing age (generally 12 to 51) post conception. Variations includes based on implantation location (including ectopic), singleton/multiple pregnancy. Pregant periods are commonly classified as pre-natal.natal.postnala. Presentation: Amenorrhea is the common presenting symptom of early pregnancy. Hormonal and physical changes. Plan: Prenatal, natal and post natal care. Prognosis: can be associated with negative outcomes to women depending on complications, but most pregnancy follow a similar course terminating at around 9 months."
43021132000,Toxic metabolic encephalopathy,"Overview: aka encephalopathy, ICU syndrome, ICU psychosis. Toxic-metabolic encephalopathy (TME) is an acute condition of global cerebral dysfunction without primary structural brain disease that encompasses delirium and acute confusional state. it is thought to be due to organic stress on CNS during critical illness. TME is common among critically ill patients, and is usually a consequence of systemic illness. Alcohol withdrawl syndrome related delirium is not included. Specific subtypes - septic encephalopathy, hepatic encephalopathy, uremic encephalopathy, hyponatremic or hypernatremic encephalopathy, wernicke encephalopathy - confusion, ataxia and opathalmoplegia, hypoxic-ischemic encephalopathy, posst transplanation encephalopathy. Exclude other causes such as alcohol withdrawl, meningitis, encephalitis, brain tumors, nonconvulsive seizures, traumatic brain injury, right hemisphere stroke, etc. Presentation: non specific, but with some combination of confusion and delirium - more common in older individuals. Confusion is inability to maintain a coherent stream of thought or action. Delirium is a confusional state with superimposed hyperactivity of the sympathetic limb of the autonomic nervous system with consequent signs including tremor, tachycardia, diaphoresis, and mydriasis. In TME, level of alertness is an indicator of severity. Assessment: lumbar puncture to exclude meningitis. EEG may show global cerebral dysfunction and exclude subclinical seizures. CT/MRI of brain. Plan: treat the underlying cause. physical restraints if needed. Haloperidol for agitation. Thiamine for history of alcoholism, malnutrition, cancer, renal failure etc. Prognosis: depends on the underlying cause. In rare cases may progress into structural brain damage."
43021226000,Hypersensitivity condition,Overview: Presentation: Assessment: Plan: Prognosis:
4306655000,Death,Overview: End of life. Cessation of life. Presentation: End of life. Plan: End of life. Prognosis: End of life.
4311499000,Lung cancer,"Overview: A cancer that begins in the lungs and is the leading cause of cancer death in both men and women. There are two main types: small cell lung cancer and non-small cell lung cancer. Presentation: May not have symptoms, but includes - cough that does not go away, chest pain, trouble breathing, wheezing, blood in sputum, hoarseness, fatigue, appetite loss Assessment: Physical exam, CXR or chest CT, lung biopsy, sputum cytology, pulmonary functions tests (PFTs), ABGs; for NSCLC will do molecular testing (EGFR, many others) and PD-L1 protein (proteins on tumor cells)Plan: Surgery, chemo, radiation, immunotherapy, laser therapy, smoking cessation Prognosis: Poor because tend not to find the disease until it is at an advanced stage"
4322024000,Pulmonary hypertension,"Overview: Is of five major subtypes based on etiology. (PAH, PH due to left heart disease, PH due to lung disease and/or hypoxia, PH due to pulmonary artery obstructions such as thromboembolism, PH with unclear or multifactorial reasons) with PAH being Pulmonary Arterial Hypertension (inhertiable, connective tissue or drug indcued). A type of high blood pressure that affects arteries in the lungs and in the heart. Also known as pulmonary arterial hypertension (PAH). Presentation: Non specific with progressive exertional dyspnea and fatigue often associated with symptoms of causative etiology. Assessment: initial differential diagnosis is wide and diagnosis requires multliple testing and search for etiology. Echocardiography, and cardiac catheterization are essential but diagnosis may be made clinically without invasive hemodynamic testing. Diagnosis: A mean pulmonary artery pressure at rest of > 20 mm Hg is diagnostic. Plan: Medication and oxygen therapy, life style changes. Anticoagulation, gigoxin, and vasodilators. Surgery - ballon atrial septostomy, balloon pulmonary angioplasty, or pulmonary endarterectomy. Prognosis: Condition worsens over time and can lead to heart failure. No cure. Goal is to slow down the progression of the disease."
432571000,Malignant lymphoma,Overview: Presentation: Assessment: Plan: Prognosis:
432585000,Coagulopathy,"Overview: When blood does not clot normally. Can be inherited or secondary (provoked). Presentation: Abnormal nose bleeding, blood in urine, stool, easy bruising, joint pain, excessive menstrual bleeding, petechiae (flat areas of bleeding under the skin). Assessment: IF patient unstable, hospitalize. If patient stable, can work up outpatient. Workup includes tests of platelet function, lack of vitamin K, abnormal levels of clotting factors, medication review (for instance, use of anticoagulants or drug-drug interactions that can cause coagulopathy) Evaluate for sepsis. Plan: Withdraw offending agent/treat any infections present; if heritable replace the deficient agents if possible (hemophelia) or provide supportive therapy (DDAVP) prior to surgical procedure. Prognosis: Good for many coagulopathies. Guarded if coagulopathy due to sepsis."
432595000,Amyloidosis,"Overview: Buildup of amyloid proteins in the heart, kidneys, liver, spleen, nervous system, and digestive tract. Amyloid is not normally found in the body. Presentation: Depends on which organs are affected. Swelling, fatigue and weakness, shortness of breath, and numbness, tingling, or pain in the hands or feet. Assessment: Varies as depends on the organs affected. Blood and urine tests looking for abnormal proteins, biopsy (looking for amyloid deposit), echocardiogram, MRI, nuclear imaging. Plan: Depending on the type of amyloidosis, medications, chemotherapy, or a stem-cell transplant, dialysis, organ transplant. Prognosis: No cure for amyloidosis. Some varieties may lead to life-threatening organ failure. Early diagnosis can help prevent further organ damage."
